"Name","PriceRange","Address"
"Flatotel","$217 - $606*"," 135 West 52nd Street, New York City, NY 10019  "
"Americana Inn","$145 - $248*"," 69 West 38th Street, New York City, NY 10018  "
"Holiday Inn NYC - Manhattan 6th Avenue","$232 - $407*"," 125 West 26th Street, New York City, NY 10001  "
"Buckingham Hotel","$250 - $350*"," 101 W 57th St at 6th Ave, New York City, NY 10019  "
"Empire Hotel","$279 - $596*"," 44 West 63rd Street, New York City, NY 10023  "
"BEST WESTERN Convention Center Hotel","$154 - $318*"," 522 West 38th Street, New York City, NY 10018  "
"Astor on the Park","$144 - $224*"," 465 Central Park West, New York City, NY 10025  "
"Holiday Inn Express New York City-Wall Street","$190 - $334*"," 126 Water Street, New York City, NY 10005  "
"La Quinta Inn Manhattan","$184 - $341*"," 17 West 32nd Street, New York City, NY 10001  "
"Chelsea Savoy Hotel","$195 - $302*"," 204 West 23rd Street, New York City, NY 10011  "
"Holiday Inn SoHo New York","$211 - $392*"," 138 Lafayette Street, New York City, NY 10013  "
"The Roosevelt Hotel","$243 - $440*"," 45 East 45th Street at Madison Avenue, New York City, NY 10017  "
"Wolcott Hotel","$180 - $280*"," 4 West 31st Street, Between 5th Avenue & Broadway, New York City, NY 10001  "
"The Time","$204 - $447*"," 224 West 49th Street, New York City, NY 10019  "
"Larchmont Hotel","$90 - $249*"," 27 West 11th Street, New York City, NY 10011  "
"Wellington Hotel","$183 - $497*"," 871 7th Ave at W 55th St, New York City, NY 10019-3830  "
"The GEM Hotel-SoHo, an Ascend Collection hotel","$219 - $461*"," 135 East Houston Street, New York City, NY 10002  "
"Seafarers & International House","$100 - $222*"," 123 E. 15th St., New York City, NY 10003  "
"Hotel LOLA","$232 - $429*"," 29 East 29 Street, New York City, NY 10016 (Formerly Hotel Thirty Thirty) "
"60 Thompson - A Thompson Hotel","$338 - $1,19"," 60 Thompson Street, New York City, NY 10012  "
"The Bentley Hotel","$219 - $446*"," 500 East 62nd Street, New York City, NY 10065  "
"Comfort Inn Times Square South","$229 - $427*"," 305 W 39th St, (39th St and 8th Ave), New York City, NY 10018  "
"Park 79 Hotel","$141 - $966*"," 117 West 79th Street, New York City, NY 10024  "
"Hotel Verite","$205 - $340*"," 13 E. 19th Street, & 893 Broadway, New York City, NY 10003  "
"Club Quarters Midtown","$234 - $375*"," 40 West 45th Street, New York City, NY 10036  "
"Murray Hill East Suites","$206 - $458*"," 149 East 39th Street, New York City, NY 10016-0913  "
"Edison Hotel Times Square","$232 - $357*"," 228 West 47th Street, Between 8th Avenue and Broadway, New York City, NY 10036  "
"Sheraton New York Hotel","$287 - $573*"," 811 7th Avenue on 53rd Street, New York City, NY 10019  "
"Hilton Manhattan East","$254 - $576*"," 304 E. 42nd Street, New York City, NY 10017 (Formerly Tudor Hotel New York) "
"Windsor Hotel","$173 - $1,13"," 108 Forsyth Street, New York City, NY 10002  "
"Hotel Grand Union","$185 - $319*"," 34 East 32nd Street, New York City, NY 10016  "
"Dylan Hotel","$236 - $473*"," 52 East 41st Street, New York City, NY 10017  "
"Hotel Gansevoort","$344 - $591*"," 18 9th Avenue, at 13th Street, New York City, NY 10014  "
"Four Points by Sheraton Manhattan Chelsea","$223 - $405*"," 160 West 25th St., New York City, NY 10011  "
"Dream New York","$247 - $1,13"," 210 West 55th Street, New York City, NY 10019  "
"Stay.","$206 - $440*"," 157 West 47 Street, (between 6th & 7th Avenues), New York City, NY 10036  "
"Club Quarters Downtown","$187 - $320*"," 52 William Street, New York City, NY 10005  "
"Sohotel","$201 - $320*"," 341 Broome Street, New York City, NY 10013  "
"Bedford Hotel","$172 - $365*"," 118 East 40th Street, New York City, NY 10016  "
"The Manhattan at Times Square Hotel","$266 - $459*"," 790 7th Avenue at 51st Street, New York City, NY 10019  "
"The Jane","$99 - $339*"," 113 Jane Street, New York City, NY  "
"The Franklin","$240 - $461*"," 164 E 87th St, Off Lexington Avenue, New York City, NY 10128  "
"Soho Grand Hotel","$309 - $540*"," 310 West Broadway, New York City, NY 10013  "
"Courtyard New York Manhattan/Fifth Avenue","$291 - $530*"," 3 East 40th Street, New York City, NY 10016  "
"The Lombardy","$263 - $599*"," 111 East 56th Street, New York City, NY 10022  "
"The Mansfield","$237 - $567*"," 12 West 44th Street, New York City, NY 10036  "
"Hotel Stanford","$189 - $404*"," 43 West 32nd Street, New York City, NY 10001  "
"The Shoreham","$293 - $727*"," 33 West 55th Street, New York City, NY 10019  "
"Park Central","$231 - $446*"," 870 Seventh Avenue at 56th Street, New York City, NY 10019  "
"Algonquin Hotel Times Square, Autograph Collection","$550 - $788*"," 59 W 44th St, Between Fifth & Sixth Ave, New York City, NY 10036  "
"Ramada Eastside","$175 - $316*"," 161 Lexington Avenue, New York City, NY 10016  "
"Holiday Inn New York City - Wall Street","$179 - $338*"," 51 Nassau Street, New York City, NY 10038  "
"Washington Jefferson Hotel","$199 - $401*"," 318 West 51st Street, New York City, NY 10019  "
"Paramount Hotel Times Square New York","$209 - $459*"," 235 W 46th Street, Between Broadway & 8th Avenue, New York City, NY 10036  "
"New York Marriott East Side","$320 - $576*"," 525 Lexington Avenue, New York City, NY 10017  "
"AKA United Nations","$316 - $365*"," 234 E 46th St, btwn 2nd & 3rd Aves, New York City, NY 10017  "
"Holiday Inn Express New York City Fifth Ave","$244 - $417*"," 15 West 45th Street, New York City, NY 10036  "
"Hotel St. James","$178 - $295*"," 109 West 45th Street, New York City, NY 10036  "
"The Helmsley Park Lane","$269 - $614*"," 36 Central Park South, New York City, NY 10019-1600  "
"The Manhattan Club","$344 - $599*"," 200 West 56th Street, New York City, NY 10019  "
"Millennium Hotel Broadway","$281 - $470*"," 145 W 44th Street, New York City, NY 10036  "
"Skyline Hotel","$209 - $452*"," 725 10th Avenue, At 49th Street, New York City, NY 10019  "
"Herald Square Hotel","$160 - $354*"," 19 West 31st Street, New York City, NY 10001  "
"Solito Soho Hotel","$186 - $349*"," 159 Grand Street, New York City, NY 10013 (Formerly Clarion Collection The Solita Soho Hotel) "
"W New York - Downtown","$256 - $467*"," 123 Washington Street, New York City, NY 10006  "
"Thompson LES - A Thompson Hotel","$341 - $574*"," 190 Allen Street, Lower East Side, New York City, NY 10002  "
"Travel Inn Hotel New York","$203 - $1,13"," 515 W 42nd St, New York City, NY 10036  "
"Doubletree By Hilton - Times Square South","$217 - $487*"," 341 West 36th Street, New York City, NY 10018 (Formerly Hotel 36) "
"Loews Regency Hotel","$308 - $807*"," 540 Park Ave, New York City, NY 10021  "
"Doubletree Hotel New York City-Financial District","$247 - $404*"," 8 Stone St, New York City, NY 10004  "
"W New York","$261 - $593*"," 541 Lexington Avenue, At 49th Street, New York City, NY 10022  "
"Courtyard by Marriott New York Manhattan / Upper East Side","$248 - $473*"," 410 East 92nd Street, New York City, NY 10128  "
"3 West Club","$160 - $250*"," 3 West 51st St, New York City, NY 10019  "
"Flatiron Hotel","$305 - $504*"," 9 West 26th Street, New York City, NY 10010  "
"The New York Helmsley","$232 - $474*"," 212 E 42nd St, New York City, NY 10017  "
"Doubletree Hotel Chelsea New York City","$240 - $482*"," 128 West 29th Street, New York City, NY 10001  "
"Grand Hyatt New York","$267 - $548*"," 109 East 42nd Street, Park Avenue at Grand Central Terminal, New York City, NY 10017  "
"Cosmopolitan Hotel - Tribeca","$201 - $462*"," 95 West Broadway, At Chambers Street, New York City, NY 10007  "
"The Milburn Hotel","$230 - $376*"," 242 West 76th Street, New York City, NY 10023  "
"Excelsior Hotel","$252 - $530*"," 45 West 81st Street, New York City, NY 10024  "
"Tribeca Grand Hotel","$301 - $540*"," 2 Avenue of the Americas, New York City, NY 10013  "
"Soho House New York","$580 - $793*"," 35 9th Avenue, New York City, NY 10014  "
"Hotel 31","$126 - $195*"," 120 East 31 Street, New York City, NY 10016  "
"Hilton New York","$295 - $524*"," 1335 Avenue of the Americas, 6th Avenue at 54th Street, New York City, NY 10019  "
"GEM Hotel - Chelsea, an Ascend Collection hotel","$216 - $427*"," 300 W 22nd St, New York City, NY 10011 (Formerly Clarion) "
"The Standard New York","$278 - $563*"," 848 Washington Street, at West 13th Street, New York City, NY 10014  "
"The Hotel at Times Square","$197 - $379*"," 59 West 46th Street, New York City, NY 10036  "
"Hotel on Rivington","$308 - $563*"," 107 Rivington St, New York City, NY 10002  "
"Millennium UN Plaza Hotel","$276 - $490*"," One United Nations Plaza, 44th Street (Between First and Second Avenue), New York City, NY 10017-3575  "
"Sheraton Tribeca New York Hotel","$232 - $480*"," 370 Canal Street, New York City, NY 10013  "
"Hotel Belleclaire","$231 - $603*"," 250 West 77th Street, New York City, NY 10024  "
"Chelsea Lodge","$119 - $129*"," 318 West 20th Street, New York City, NY 10011  "
"W New York - Union Square","$433 - $871*"," 201 Park Avenue South, New York City, NY 10003  "
"nyma, the New York Manhattan Hotel","$176 - $341*"," 6 W 32nd St, New York City, NY 10001  "
"Gild Hall - A Thompson Hotel","$228 - $447*"," 15 Gold Street, Entrance on Platt, New York City, NY 10038  "
"Room Mate Grace","$238 - $584*"," 125 West 45th Street, New York City, NY 10036  "
"Roger Williams Hotel","$240 - $610*"," 131 Madison Avenue, At 31st Street, New York City, NY 10016  "
"Manhattan Centre Hotel","$293 - $402*"," 25 West 51st Street #B, New York City, NY 10019  "
"Millenium Hilton","$266 - $651*"," 55 Church Street, New York City, NY 10007  "
"Phillips Club","$420 - $525*"," 155 West 66th Street, New York City, NY 10023-6501  "
"Hotel Newton","$151 - $324*"," 2528 Broadway, New York City, NY 10025  "
"Duane Street Hotel","$270 - $507*"," 130 Duane Street, New York City, NY 10013  "
"Renaissance New York Hotel 57","$297 - $550*"," 130 E 57th St, New York City, NY 10022  "
"The MAve","$243 - $456*"," 62 Madison Ave, New York City, NY 10016  "
"Carvi Hotel New York","$228 - $1,53"," 152 East 55th Street, New York City, NY 10022  "
"Club Quarters, opposite Rockefeller Center","$279 - $389*"," 25 West 51st Street, off 5th Ave, New York City, NY 10019  "
"Roger Smith Hotel","$252 - $588*"," 501 Lexington Avenue, New York City, NY 10017  "
"Hotel East Houston","$228 - $396*"," 151 East Houston Street, New York City, NY 10002  "
"Hampton Inn New York Seaport / Financial District","$198 - $370*"," 320 Pearl Street, New York City, NY 10038  "
"Wyndham Garden Hotel Manhattan, Chelsea West","$205 - $411*"," 37 West 24th Street, New York City, NY 10010  "
"World Center Hotel","$218 - $343*"," 144 Washington Street, New York City, NY 10006  "
"The Alex Hotel","$261 - $765*"," 205 East 45th Street, New York City, NY 10017  "
"Novotel New York Times Square","$266 - $481*"," 226 W 52nd Street, New York City, NY 10019  "
"Avalon","$292 - $466*"," 16 East 32nd Street, New York City, NY 10016  "
"Four Points by Sheraton Midtown - Times Square","$234 - $414*"," 326 West 40th Street, New York City, NY 10018  "
"Sutton Court Hotel Residences","$230 - $279*"," 417 East 57th Street, New York City, NY 10022  "
"The Waldorf Astoria","$314 - $757*"," 301 Park Avenue, New York City, NY 10022  "
"Park South Hotel","$237 - $521*"," 124 East 28th Street, New York City, NY 10016  "
"Club Quarters World Trade Center","$208 - $327*"," 140 Washington Street, New York City, NY NY 10006  "
"Holiday Inn Express New York City Times Square","$241 - $385*"," 343 West 39th Street, New York City, NY 10018  "
"Washington Square Hotel","$220 - $352*"," 103 Waverly Place, New York City, NY 10011  "
"Broadway Plaza Hotel","$211 - $329*"," 1155 Broadway, New York City, NY 10001  "
"Wingate by Wyndham Manhattan Midtown","$265 - $453*"," 235 West 35th Street, New York City, NY 10001  "
"Comfort Inn Manhattan","$218 - $378*"," 42 West 35th Street, New York City, NY 10001-2201  "
"The Carlyle, A Rosewood Hotel","$442 - $1,24"," 35 East 76th Street, New York City, NY 10021  "
"St Giles Hotel - The Court New York","$270 - $602*"," 130 East 39th Street, New York City, NY 10016  "
"Radisson Martinique on Broadway","$257 - $496*"," 49 West 32nd Street, New York City, NY 10001  "
"Eastgate Tower","$189 - $384*"," 222 East 39th Street, New York City, NY 10016  "
"City Club Hotel","$239 - $709*"," 55 West 44th Street, New York City, NY 10036  "
"Mondrian Soho","$282 - $573*"," 9 Crosby Street, New York City, NY 10013  "
"Comfort Inn Manhattan Bridge","$215 - $363*"," 61 - 63 Chrystie Street, New York City, NY 10013  "
"Eventi - a Kimpton Hotel","$282 - $588*"," 851 Avenue of the Americas (Sixth Avenue), New York City, NY 10001  "
"The St. Regis New York","$732 - $1,43"," 2 East 55th Street, at Fifth Avenue, New York City, NY 10022  "
"Broadway at Times Square Hotel","$119 - $353*"," 129 West 46th Street, New York City, NY 10036 (Formerly Comfort Inn Times Square) "
"W New York - Times Square","$382 - $664*"," 1567 Broadway at 47th St, New York City, NY 10036  "
"Fairfield Inn & Suites by Marriott New York Manhattan / Times Square","$276 - $488*"," 330 W. 40th Street, Between 8th Ave. & 9th Ave., New York City, NY 10018  "
"Hotel 17","$132 - $191*"," 225 East 17th Street, New York City, NY 10003  "
"Holiday Inn Express NYC - Madison Square Garden","$220 - $367*"," 232 West 29th Street, New York City, NY 10001-5201  "
"6 Columbus - A Thompson Hotel","$264 - $587*"," 6 Columbus Circle, New York City, NY 10019  "
"Belnord Hotel","$176 - $312*"," 209 West 87th Street, New York City, NY 10024  "
"Comfort Inn Chelsea","$229 - $359*"," 18 West 25th Street, at 5th Avenue, New York City, NY 10010  "
"Oxbridge Midtown East Apartments","0"," 210 E 47th St, New York City, NY 10017  "
"Central Park Suite","$237 - $341*"," 59 East 73rd Street, New York City, NY  "
"Hotel Riverview","$75 - $100*"," 113 Jane Street, New York City, NY 10014  "
"Apostrophe Hotel","$217 - $303*"," 3 rue de Chevreuse, 75006 Paris, France  "
"Aviatic Hotel Saint Germain","$176 - $359*"," 105, rue de Vaugirard | 6th Arr., 75006 Paris, France  "
"Hotel Champs Elysees Mac Mahon","$319 - $647*"," 3 avenue Mac Mahon, 75017 Paris, France  "
"Hotel du College de France","$105 - $145*"," 7 rue thenard, 75005 Paris, France  "
"Hotel SAINT-JACQUES","$211 - $371*"," 35, rue des Ecoles, 75005 Paris, France  "
"Hotel Champs-Elysees Friedland","$239 - $399*"," 177 Rue Du Faubourg Saint-Honore, 75008 Paris, France  "
"Hotel Saint Christophe","$140 - $495*"," 17, rue Lacepede, 75005 Paris, France  "
"Les Trois Poussins Hotel","$137 - $240*"," 15 rue Clauzel, 75009 Paris, France  "
"Hotel Beaubourg","$172 - $185*"," 11, rue Simon-Le-Franc | 04 Arr., 75004 Paris, France  "
"Hotel Jules","$217 - $501*"," 49-51 rue Lafayette | 09 Arr., 75009 Paris, France  "
"Hotel Delambre","0"," 35, rue Delambre | 14 Arr., 75014 Paris, France  "
"Terrass Hotel","$228 - $535*"," 12 rue Joseph de Maistre, 75018 Paris, France  "
"Sofitel New York","$309 - $606*"," 45 West 44th Street, New York City, NY 10036  "
"Mercure Paris Austerlitz Bibliotheque","$119 - $311*"," 6 boulevard Vincent Auriol, 75013 Paris, France  "
"Comfort Hotel Paris La Fayette","$113 - $185*"," 23 rue des Messageries | 10th Arr., 75010 Paris, France  "
"Carina Hotel","$125 - $153*"," 9, rue de Ginoux | 15th Arr., 75015 Paris, France  "
"The St. Regis New York","$732 - $1,43"," 2 East 55th Street, at Fifth Avenue, New York City, NY 10022  "
"Eurostars Panorama Hotel","$154 - $528*"," 9, rue des Messageries, 75010 Paris, France  "
"Residence Hoteliere Le 300","$133 - $181*"," 11, rue Moreau, 75012 Paris, France  "
"Marmara Manhattan Hotel","$261 - $422*"," 301 East 94th Street, New York City, NY 10128  "
"Citadines Porte de Versailles Paris","$144 - $207*"," 94 rue Didot, 75014 Paris, France  "
"Abotel Transcontinental","$113 - $253*"," 155, avenue Du Maine | 14th Arr., 75014 Paris, France  "
"Hotel des Nations St-Germain","$135 - $252*"," 54 rue Monge, 75005 Paris, France  "
"BEST WESTERN Opera Batignolles","$193 - $359*"," 165 Rue de Rome | 17 Arr., 75017 Paris, France  "
"Belambra Clubs - Magendie","$107 - $163*"," 2/4 rue Magendie (corner 6, rue Corvisart), 75013 Paris, France (Formerly Touring Hotel Magendie) "
"BEST WESTERN Empire Elysees","$133 - $339*"," 3 Rue Montenotte | 17th Arr., 75017 Paris, France  "
"Hotel le Tourville","$268 - $355*"," 16 avenue de Tourville | 7th Arr., 75007 Paris, France  "
"Novotel Paris Pont de Sevres","$125 - $263*"," 11-13 Grande Rue, 92310 Paris, France  "
"Hotel Quartier Latin","$200 - $344*"," 9 rue des Ecoles, 75005 Paris, France  "
"Hotel Peyris Opera","$167 - $327*"," 10, rue du Conservatoire | 9th Arr., 75009 Paris, France  "
"W New York - Times Square","$382 - $664*"," 1567 Broadway at 47th St, New York City, NY 10036  "
"Adagio Paris XV","$117 - $248*"," 20 Rue d'Oradour sur Glane, 75015 Paris, France  "
"Mercure Paris Monty Opera","$167 - $332*"," 5 rue de Montyon, 75009 Paris, France  "
"St Giles Hotel - The Court New York","$270 - $602*"," 130 East 39th Street, New York City, NY 10016  "
"Adagio Access Paris Tour Eiffel Saint Charles","$107 - $180*"," 43 rue Saint Charles | 15th Arr., 75015 Paris, France (Formerly Citea Tour Eiffel) "
"Hotel Kleber","$155 - $579*"," 7 rue de Belloy | 16 Arr., 75116 Paris, France  "
"Hotel Residence des Arts","$207 - $381*"," 14 Rue Git Le Coeur | Latin Quarter, 75006 Paris, France  "
